21131395 , 20547659
19989761 , 19345441
62226501 , 61517064
2006090818 , 2005302845
1906227968 , 1905580874
1942468822 , 1941841363
1947398526 , 1946874166
93760475 , 93286814
38656365 , 38033892
306166447 , 305581638
315710446 , 315197669
324252597 , 323780590
70497099 , 70113209
60179930 , 59623287
329632956 , 329101964
355430797 , 354916880
465490295 , 464969580
26845761 , 26373463
462441272 , 461873906
498727381 , 497876370
42936774 , 42382149
502466994 , 501942626
531734151 , 531240185
624372334 , 623845955
1807328210 , 1806668883
715880883 , 715286936
767791183 , 767191510
661505633 , 660801744
476761279 , 475459994
478315259 , 477121925
606430405 , 605124855
34440349 , 34087931
1821534822 , 1820944554
694262080 , 693732807
787610547 , 787003996
605436056 , 604927950
498576862 , 497951048
507043609 , 506546542
39491045 , 39087621
48993274 , 48677878
57241779 , 56870317
450667213 , 450272090
453074438 , 452751205
571192374 , 570806744
578839402 , 578549886
581806453 , 581489919
655985084 , 655306494
672087539 , 671804334
673817187 , 673494459
663575479 , 662936543
667490686 , 666953212
697102643 , 696459710
655423537 , 654998224
680290774 , 679757257
912339861 , 911019188
925745651 , 921603260
672766781 , 672373203
694171737 , 693778239
568345839 , 567749963
573843854 , 573464297
641505817 , 640904452
670112873 , 669728484
672688286 , 672413808
650477367 , 650071488
673551224 , 673151468
653599324 , 652306289
258631490 , 257200903
344892493 , 344324232
324267897 , 323523709
795805538 , 795203011
642165173 , 641535664
668673019 , 668163204
587941609 , 587450521
672527623 , 672122769
591917153 , 591141319
84446516 , 83874266
294520431 , 293124370
274310887 , 273664091
1664776655 , 1664034940
595551884 , 594905317
674611286 , 674064183
630015474 , 629519284
52038903 , 51435704
58903095 , 58361114
363700462 , 363095729
381961808 , 381484930
481440180 , 480927617
40745023 , 40288443
115212865 , 114681881
356782301 , 356288329
424905545 , 424397416
525745826 , 525212460
46581947 , 46209244
506834625 , 506336006
528769256 , 528320722
649770758 , 649367420
656987507 , 656632960
298228701 , 297798979
675344929 , 674508375
579210482 , 577858734
673957433 , 672658596
610330247 , 609681124
635014338 , 634481082
653747685 , 652937557
657521042 , 656621620
561959626 , 561200157
569445317 , 568789261
644593415 , 643657625
647032681 , 646672142
657745105 , 657413143
1131422544 , 1130992361
1143669060 , 1143267099
666859171 , 666143974
642232513 , 640927969
669265359 , 667952572
689407539 , 688866530
698515467 , 698068805
657956255 , 656744207
454567616 , 454053357
686629472 , 685986821
631452063 , 630882818
588838863 , 588301028
7837160 , 6635483
566952033 , 566422263
586845265 , 586348565
638706881 , 638216528
606357837 , 605841104
620032249 , 619500868
654459410 , 654004162
436896698 , 436451447
57298594 , 56757732
454772255 , 454142009
670710592 , 669882458
1106302914 , 1105657277
661344907 , 660741490
671784814 , 671267223
686406676 , 685947227
554772224 , 554241387
632075070 , 631696757
36055837 , 35612696
520571505 , 520008351
590899547 , 590398941
11295618 , 10926485
558540476 , 557914197
636943514 , 636368054
85995090 , 85432227
389212911 , 387986635
1127365121 , 1126763401
1130083807 , 1129644578
1276324378 , 1275372507
467866479 , 467277197
646448905 , 645959744
13732548 , 13014308
436579870 , 436009831
545389344 , 544891496
891996777 , 890315298
895746330 , 894147457
685648923 , 685129756
1157626529 , 1157038077
80907519 , 80329727
493857271 , 493363590
162368071 , 161763866
224624073 , 224060971
338503977 , 338006652
130797537 , 130280054
186576951 , 186065488
314890933 , 314479068
624240533 , 623668757
664793246 , 664069310
664899509 , 664536035
666643143 , 666390498
100087242 , 99683311
1313223333 , 1312675345
107602841 , 106335689
128823741 , 127655818
634600033 , 633883653
645099945 , 644736488
661307242 , 660680402
627712287 , 627124590
637666186 , 637167625
679803406 , 679318991
789107070 , 788528719
591862910 , 591457759
661298001 , 660597898
601452091 , 600858117
1044601055 , 1043294130
1555976093 , 1555429114
1563184395 , 1562760223
660999274 , 660170551
718685436 , 718078732
722231323 , 721411187
612484578 , 612012080
665862382 , 665534928
669761177 , 669499931
644797269 , 644011177
652598625 , 651690638
197120604 , 196108244
1451395061 , 1450825966
685395282 , 683941228
732690703 , 731476257
673812607 , 673401809
677681133 , 677325407
689551372 , 689177957
427452529 , 426999657
438157663 , 437796243
589850064 , 589463193
599529041 , 599210287
208665904 , 208178609
227793696 , 227031320
