856963927 , 942902622
856963927 , 942902622
869419335 , 955355119
876826046 , 962775412
908695068 , 17320074
811318198 , 830257230
4518789573 , 4596092430
4518789573 , 4596092430
4535768132 , 4596092430
99064604 , 110656246
106406705 , 118163760
120813453 , 131717270
120813453 , 131717270
566719033 , 589207649
138893570 , 204359293
158758453 , 234354099
565099543 , 648080535
138308271 , 211093456
601705012 , 655792427
153050978 , 236348384
571941247 , 647564071
170172167 , 240101177
1604252494 , 1686321958
1612656673 , 1695018635
1680312121 , 63094077
16979573 , 22798750
35595961 , 6598642
740083206 , 789788134
767448378 , 24597780
800008018 , 3934548
803998302 , 7949209
825194572 , 29109253
806425809 , 821992574
837499467 , 21129834
882584867 , 42344921
723805555 , 807852652
733332997 , 817466150
817107826 , 876040092
177094529 , 236526288
167571834 , 239041230
329738341 , 403697157
149722323 , 230639551
922765912 , 982552620
802595425 , 879384672
875496021 , 31835229
47688569 , 53287984
705238404 , 780307755
763912022 , 25775885
770398051 , 32148288
752085378 , 812878518
767244164 , 827932324
781362854 , 842223344
829558820 , 857141279
478818573 , 545542058
265450152 , 337309499
9321263 , 89437542
127237987 , 213015827
491812796 , 563686824
191563577 , 302580704
953759400 , 1087820283
733631782 , 782850635
669648751 , 746516724
688203971 , 765166307
1463615358 , 1530205883
441645398 , 502829038
683660489 , 766101077
82609311 , 145564653
26787425 , 96444295
563070503 , 646431560
162668692 , 229173392
214792251 , 279504212
290089595 , 369114179
313539289 , 395456374
399330666 , 481522219
55903782 , 119687530
83954188 , 147749042
681834517 , 760061493
44270425 , 126351089
687605087 , 756806248
713025924 , 17481923
30876596 , 99951082
654450183 , 735456315
681342395 , 762322401
508508846 , 574766105
218199264 , 288679305
222996043 , 293562159
506248372 , 591399891
551987118 , 14878568
164653112 , 239699477
204855408 , 38305151
504158441 , 550012770
510239528 , 556241595
99313317 , 171119779
173725067 , 72554468
495151358 , 558084793
155031335 , 240234851
225653682 , 55627413
1459086928 , 1515881470
825960661 , 904769308
690715286 , 771853639
800218500 , 899226133
812411389 , 911423708
390158015 , 445022815
423958027 , 11713427
329685923 , 411760641
326030918 , 427025514
184419367 , 252302506
263914286 , 71577110
45702525 , 100663456
687680749 , 760643672
823942584 , 903018142
567086713 , 651899643
210399117 , 270407772
543544044 , 602447051
160606093 , 282650563
397094289 , 454931335
303611395 , 348647608
309142981 , 354195684
885143618 , 932825262
949305369 , 52828262
142850676 , 214425195
190697327 , 263392733
356222099 , 423215646
387715498 , 3816288
161298777 , 244337800
815871250 , 886896032
818884370 , 889675411
687836931 , 757822874
211521596 , 284471541
433538850 , 520182548
219249201 , 293252760
277452813 , 45983187
466836529 , 518735075
283231625 , 364110518
459109549 , 524991744
182665271 , 257639163
197762806 , 272760989
547685083 , 624782449
1421881824 , 1504769225
574037053 , 739423179
13287874 , 155969636
568713640 , 729549708
79357353 , 204684487
457499882 , 626208238
126094797 , 287315080
175360494 , 36191457
781393818 , 925343774
784554647 , 928617886
21100172 , 190386800
470200777 , 537132351
2256423223 , 2400548201
655343861 , 782794483
834873343 , 896202096
877624484 , 17455141
186518973 , 270743495
610913571 , 668078898
620781726 , 2594028
631507992 , 13281159
231199718 , 246882580
498583334 , 563790031
513267837 , 10790309
533013870 , 6288106
222961142 , 254186280
484871909 , 556939771
495315295 , 567389431
529231802 , 24890504
215471148 , 257265607
539158744 , 608445021
544333788 , 626378773
159526614 , 235651741
565663903 , 613815831
223500291 , 287621415
225983328 , 313388435
136107814 , 204198618
3742052 , 87869848
193810150 , 275315523
245259489 , 323497035
3806673 , 69963215
400454883 , 484681752
255123514 , 328281425
328738953 , 71777527
633619752 , 694935432
661875832 , 19302881
19521941 , 92794885
240090987 , 322946851
483025231 , 541534476
252587134 , 331723905
479713036 , 538666667
1431255666 , 1469413390
1441322899 , 1479609882
844594953 , 898300348
294075918 , 374198264
363581163 , 431748857
356771519 , 441971852
22470342 , 81627994
40901327 , 4253008
697509912 , 779648982
780175275 , 54143512
9243622 , 67594614
583216721 , 626804039
104258026 , 194359991
176863768 , 40127139
156847826 , 235009817
303028813 , 366239371
177406646 , 256784803
180329729 , 266048721
281832652 , 361910187
167762871 , 245727215
170968419 , 249011497
553438629 , 625402504
125768190 , 207243543
153586457 , 235034846
570281131 , 634584702
102263027 , 179624634
137806157 , 10974310
570149910 , 656273146
122785857 , 204492982
154840539 , 24612549
417838926 , 496931260
307318047 , 376537217
276064380 , 360846387
448765676 , 547799367
258126287 , 327373374
262445882 , 321475753
536845222 , 615059102
213878857 , 283715730
444473413 , 606758199
450898544 , 613351712
802870466 , 864070332
614564390 , 688783374
168932770 , 246090973
451652423 , 521890484
1154132696 , 1237446711
318567582 , 388416420
413828959 , 496720407
319474756 , 381693334
179693544 , 256833461
529075607 , 599320621
571522764 , 23081460
793199715 , 870519385
601618549 , 683704031
197237214 , 275326259
423152811 , 496743965
326826626 , 409026879
385366030 , 462480859
372056643 , 431214915
409631048 , 475890166
272213421 , 353407342
12892544 , 94023270
371403495 , 436455710
429627869 , 47705428
324435659 , 387412546
2255400 , 102889975
16008748 , 116512202
303974773 , 384246948
330545080 , 407794153
16488224 , 75747149
